,Unnamed: 0,index,choice1,choice2,Full_sentence,right_answer
1099,1099,1099,She thanked the lady profusely.,Gina threw a temper tantrum that they didn't serve steak.,The lady's at Gina's Grandma's church cooked for them.After the funeral they had the food all set up.Gina had the best fried chicken of her life that day.She also discovered sweet Hawaiian bread.,1
1100,1100,1100,"On the way, she reveals the surprise to her delighted children.","After a while, the train leaves the station.","Carly is a huge Disney fan.She plans to take her children on a surprise trip to Disney World.She tells her children that she is taking them to see their uncle.Unenthusiastic, the children follow their mother to the car.",1
1101,1101,1101,Joy had brought a gun and shot both the bullies in the face.,Joy enjoyed spending time with her best friends Lily and Pam.,Lily and Pam were popular girls in school.They invited Joy to a diner after school.Joy was not popular and Lily and Pam knew it.They invited her just to bully her when they got there!,1
1102,1102,1102,I will look for a new job.,I got a raise at my old job.,My old job kept asking too much of me.Every wednesday there was a ton of new work.I could never catch up and each week got worse.Eventually I got too far behind and had to quit.,1
1103,1103,1103,Gina used her CD player instead.,Gina bought a new CD player.,Gina's CD player was broken.But she had a tape deck.The tape deck was more work than the CD player.If she wanted to hear a song again she had to rewind the tape.,2
1104,1104,1104,The girls were impressed and asked him to do it again.,Frank made a fool of himself.,"Frank was practicing bike tricks in his driveway one day.Penny and Bo were walking down the sidewalk, near Frank's house.Frank tried a really hard trick to impress them.He caught his foot in the spokes and flipped over the handlebars.",2
1105,1105,1105,Roy ran away in terror.,Roy went home with the tickets.,Roy got up early and went to the box office.He stood in line for hours to get to the front.He put down a stack of money and asked how many tickets he can get.The cashier gave him 15 tickets.,2
1106,1106,1106,Derrek was finally able to buy the piano.,Derrek decided not to buy the piano.,Derrek wanted to buy a piano.He started working odd jobs to earn money.Derrek kept the extra money he earned in a special bank account.He worked for months to earn enough money.,1
1107,1107,1107,Mary never made pudding as a chef.,Mary loved sweets.,"Mary ate pudding every day.She ate it for breakfast, lunch, and dinner.One day she ran out of pudding.She then decided to become a chef.",2
1108,1108,1108,I eventually won.,While they dealt the cards I left for Mexico.,"I decided to join a poker tournament.It was a $100 buy in.I played very smart.I was on the last table, head to head.",1
1109,1109,1109,Zeke did not want to see his girlfriend.,Later she stopped by and they all had dinner together.,"Zeke was about to go on a date with his girlfriend.But, his parents suddenly pulled into his driveway.They wanted to surprise him by coming to meet him for the weekend.At first, Zeke was sad because he wanted to see his girlfriend.",2
1110,1110,1110,Roger signed up to compete in the long jump.,Roger loved racing so much that he accepted his wheelchair.,Roger broke both of his legs.He hated being stuck in a wheelchair.He saw a couple guys outside physical therapy in wheelchairs.They told him all about wheelchair races.,2
1111,1111,1111,My friends and I had a lot of fun playing and then went home.,We could not find a good basketball court.,"My friends and I were at the park.We had a basketball but were looking for a court.At the end of the park, we found a court.We took out our balls and played for an hour.",1
1112,1112,1112,Andy was not happy!,Andy was still asleep.,"Today is Andy's Birthday.Andy wants a chocolate cake for his birthday party.But, Andy's mom forgot to pick up eggs from the grocery store.Andy has to eat salad instead of chocolate cake.",1
1113,1113,1113,Howard is thirteen.,Howard liked socializing.,Howard is a senior.He feels a lot of bittersweet thoughts.He holds a senior party with all of his friends.They all enjoyed it and drank a lot.,2
1114,1114,1114,Chevy chased him down and beat him up eventually.,Chevy bought the chap a spot of tea.,"Chevy rounded up his friends, and was ready to seek revenge.The group went to the house of his enemy, and went looking for him.They beat up many of the man's friends, but the man himself got away.Chevy was injured during the process, but vowed to eventually get him.",1
1115,1115,1115,Bill called the number again and yelled until he was satisfied.,Bill woke up the next day with a toothache.,Bill called a customer service line to complain about his bank.He was put on hold for 30 minutes.During this time Bill got madder and madder.Suddenly the phone clicked and Bill's call was dropped.,1
1116,1116,1116,The manager fired the stealing employee.,"Stephanie started stealing from work, too.",Stephanie realized that some money was gone from her drawer.When she brought it up to her manager they investigated.It turned out that one of her coworkers was stealing money.She thought it was a waste because they were tipped so well.,1
1117,1117,1117,Jenna's friends loved shopping.,Jenna's friends hated shopping.,Jenna needed clothes for school.She took her allowance money and met up with friends at the mall.They walked inside and looked for shops they liked.Jenna and her friends walked through the mall for hours.,1
1118,1118,1118,Doug kept right on driving.,Doug decided to try the buffet.,Doug was famished after a hard day's work.He didn't feel like cooking so he decided to dine out.Doug wanted to end the day with a fulfilling meal.He spotted a sign to an all-you-can-eat buffet.,2
1119,1119,1119,Rick felt shame for losing so badly.,Rick was proud of doing so well.,Rick was running an obstacle course.The first obstacle was a series of hurdles.Rick fell on the first hurdle.Rick ended the race in last place.,1
1120,1120,1120,Both dogs happily continued to play in the snow.,The bigger dog couldn't find the smaller dog.,The dogs romped in the deep snow.The snow was so deep that the smaller dog disappeared in a drift.The bigger dog looked confused and began to dig.The smaller dog ran out from behind the drift.,1
1121,1121,1121,Her teacher sentenced her to detention.,Her teacher commended her for a job well done.,Gina's teacher was upset with her.She had hit a boy who snapped her bra strap.Gina explained that he started the fight.But her teacher didn't care.,1
1122,1122,1122,Her parents were very upset when they found out.,Gracie shared the wine with her parents.,It was Gracie's big day.She was turning 16!Her family threw her a huge party.She ate lots of cake and snuck her parents' wine.,1
1123,1123,1123,Noah kept the wallet.,The customer thanked Noah.,"Noah was working as a waiter.One day he saw that a customer had left his wallet on the chair.Noah decided not to steal the wallet.Instead, he called the customer to come and get it.",2
